gene1	gene2	type1	type2	interaction	bin	covfilter
SF3B5	human-4V6X-28S	coding	rrna	inter	500__2600	14
SFPQ	human-4V6X-28S	coding	rrna	inter	400__2900	5
TPM4	human-4V6X-28S	coding	rrna	inter	1400__500	6
SFPQ	human-4V6X-28S	coding	rrna	inter	2100__2200	7
TGIF1	human-4V6X-28S	coding	rrna	inter	1200__3600	14
S100A11	human-4V6X-28S	coding	rrna	inter	100__2100	17
WDR34	human-4V6X-28S	coding	rrna	inter	1700__2200	8
TSPO	human-4V6X-28S	coding	rrna	inter	800__2900	9
SPNS1	human-4V6X-28S	coding	rrna	inter	1900__2300	4
TPT1	human-4V6X-28S	coding	rrna	inter	100__1200	9
LCMT1	human-4V6X-28S	coding	rrna	inter	0__3400	22
RPL27A	human-4V6X-28S	coding	rrna	inter	800__900	25
RABL6	human-4V6X-28S	coding	rrna	inter	2000__700	5
LDHA	human-4V6X-28S	coding	rrna	inter	1600__2300	9
PTMS	human-4V6X-28S	coding	rrna	inter	100__2400	6
PTMS	human-4V6X-28S	coding	rrna	inter	500__2300	9
PQBP1	human-4V6X-28S	coding	rrna	inter	700__3000	7
STIP1	human-4V6X-28S	coding	rrna	inter	2400__3200	9
STIP1	human-4V6X-28S	coding	rrna	inter	2300__3000	7
POLDIP2	human-4V6X-28S	coding	rrna	inter	1700__1700	26
TPT1	human-4V6X-28S	coding	rrna	inter	100__3100	26
TPT1	human-4V6X-28S	coding	rrna	inter	100__2100	25
SH3GL1	human-4V6X-28S	coding	rrna	inter	1300__3100	6
TPX2	human-4V6X-28S	coding	rrna	inter	3300__2700	13
USP22	human-4V6X-28S	coding	rrna	inter	100__3100	20
RPS6	human-4V6X-28S	coding	rrna	inter	100__4400	4
LOC389906	human-4V6X-28S	lncrna	rrna	inter	300__2100	6
RPL41	human-4V6X-28S	coding	rrna	inter	400__4300	7
RPL18	human-4V6X-28S	coding	rrna	inter	400__2900	12
RPL41	human-4V6X-28S	coding	rrna	inter	400__4000	7
IMP3	human-4V6X-28S	coding	rrna	inter	400__3200	6
RPL36	human-4V6X-28S	coding	rrna	inter	300__200	13
RPL36	human-4V6X-28S	coding	rrna	inter	200__3600	6
ZC3H18	human-4V6X-28S	coding	rrna	inter	1400__3000	24
TRAF7	human-4V6X-28S	coding	rrna	inter	2300__2900	10
S100A6	human-4V6X-28S	coding	rrna	inter	200__800	18
TRAIP	human-4V6X-28S	coding	rrna	inter	1000__2900	5
POP7	human-4V6X-28S	coding	rrna	inter	100__2200	4
TMEM261	human-4V6X-28S	coding	rrna	inter	100__800	9
RPL27A	human-4V6X-28S	coding	rrna	inter	800__500	16
RPS14	human-4V6X-28S	coding	rrna	inter	700__3900	8
LGALS1	human-4V6X-28S	coding	rrna	inter	300__800	11
NR2F6	human-4V6X-28S	coding	rrna	inter	900__3200	14
UBE2I	human-4V6X-28S	coding	rrna	inter	100__800	5
RPL37	human-4V6X-28S	coding	rrna	inter	200__4900	18
PURB	human-4V6X-28S	coding	rrna	inter	600__3900	4
SAP18	human-4V6X-28S	coding	rrna	inter	600__0	5
MYH9	human-4V6X-28S	coding	rrna	inter	6200__1100	12
INPPL1	human-4V6X-28S	coding	rrna	inter	4200__2300	4
TKT	human-4V6X-28S	coding	rrna	inter	2000__500	9
RPS15	human-4V6X-28S	coding	rrna	inter	500__2900	13
YBX1	human-4V6X-28S	coding	rrna	inter	100__3200	29
VCP	human-4V6X-28S	coding	rrna	inter	100__2100	10
MAP2K2	human-4V6X-28S	coding	rrna	inter	1100__700	5
UBE2S	human-4V6X-28S	coding	rrna	inter	300__1400	5
TBC1D9B	human-4V6X-28S	coding	rrna	inter	1100__2900	6
TPI1	human-4V6X-28S	coding	rrna	inter	1200__1700	17
UBE2S	human-4V6X-28S	coding	rrna	inter	1100__1100	4
YBX1	human-4V6X-28S	coding	rrna	inter	200__800	5
P4HB	human-4V6X-28S	coding	rrna	inter	1800__2100	11
YBX1	human-4V6X-28S	coding	rrna	inter	200__3100	5
PTGES2	human-4V6X-28S	coding	rrna	inter	2100__3100	7
KIF26A	human-4V6X-28S	coding	rrna	inter	1200__3200	6
TUFM	human-4V6X-28S	coding	rrna	inter	1200__4400	70
RPS2	human-4V6X-28S	coding	rrna	inter	700__1900	23
RPL7	human-4V6X-28S	coding	rrna	inter	200__3700	7
TCF20	human-4V6X-28S	coding	rrna	inter	6000__800	38
RBBP4	human-4V6X-28S	coding	rrna	inter	100__2100	11
RPL13	human-4V6X-28S	coding	rrna	inter	400__2100	12
PPIB	human-4V6X-28S	coding	rrna	inter	200__3100	6
PABPC1	human-4V6X-28S	coding	rrna	inter	400__2900	32
ZNF330	human-4V6X-28S	coding	rrna	inter	100__900	4
PABPC1	human-4V6X-28S	coding	rrna	inter	400__1200	5
SLC7A5	human-4V6X-28S	coding	rrna	inter	4100__1900	6
RPL7A	human-4V6X-28S	coding	rrna	inter	300__2900	20
RPL21	human-4V6X-28S	coding	rrna	inter	0__400	6
NDUFB4	human-4V6X-28S	coding	rrna	inter	300__100	5
VPS51	human-4V6X-28S	coding	rrna	inter	1200__2600	4
LMAN2	human-4V6X-28S	coding	rrna	inter	900__2600	10
SLC25A1	human-4V6X-28S	coding	rrna	inter	300__3600	5
VPS72	human-4V6X-28S	coding	rrna	inter	1100__2900	8
LMNA	human-4V6X-28S	coding	rrna	inter	3100__3100	7
SYVN1	human-4V6X-28S	coding	rrna	inter	1900__2900	7
PLP2	human-4V6X-28S	coding	rrna	inter	0__2500	5
LAMC1	human-4V6X-28S	coding	rrna	inter	6500__3000	6
RCN1	human-4V6X-28S	coding	rrna	inter	1900__3800	7
PTMS	human-4V6X-28S	coding	rrna	inter	800__2500	7
PPP1R14B	human-4V6X-28S	coding	rrna	inter	200__3900	4
RPL4	human-4V6X-28S	coding	rrna	inter	800__2700	5
TSEN54	human-4V6X-28S	coding	rrna	inter	900__2900	15
REEP4	human-4V6X-28S	coding	rrna	inter	300__2900	6
TSKU	human-4V6X-28S	coding	rrna	inter	1900__4100	12
RAB5C	human-4V6X-28S	coding	rrna	inter	1600__2100	25
LMNA	human-4V6X-28S	coding	rrna	inter	2800__2300	6
NDUFS6	human-4V6X-28S	coding	rrna	inter	400__200	32
SMARCB1	human-4V6X-28S	coding	rrna	inter	100__2800	4
WDR1	human-4V6X-28S	coding	rrna	inter	1500__1200	4
LMNB1	human-4V6X-28S	coding	rrna	inter	800__3400	4
NONO	human-4V6X-28S	coding	rrna	inter	2700__4600	28
TAGLN	human-4V6X-28S	coding	rrna	inter	1100__2900	4
REXO4	human-4V6X-28S	coding	rrna	inter	1000__2200	6
RABL6	human-4V6X-28S	coding	rrna	inter	1200__2900	10
TSR3	human-4V6X-28S	coding	rrna	inter	200__200	8
RPS2	human-4V6X-28S	coding	rrna	inter	800__2900	11
STIP1	human-4V6X-28S	coding	rrna	inter	2500__2100	28
SMOC1	human-4V6X-28S	coding	rrna	inter	300__2100	12
TAGLN2	human-4V6X-28S	coding	rrna	inter	1200__3900	6
TOMM20	human-4V6X-28S	coding	rrna	inter	100__2100	5
RPS2	human-4V6X-28S	coding	rrna	inter	400__3800	4
RPL8	human-4V6X-28S	coding	rrna	inter	600__2200	5
STK24	human-4V6X-28S	coding	rrna	inter	700__1900	4
SLC2A4RG	human-4V6X-28S	coding	rrna	inter	900__2100	16
WIPF1	human-4V6X-28S	coding	rrna	inter	800__4600	4
OLFM1	human-4V6X-28S	coding	rrna	inter	2100__3800	6
USP22	human-4V6X-28S	coding	rrna	inter	3400__3800	5
S100A6	human-4V6X-28S	coding	rrna	inter	300__4100	16
UBAP1	human-4V6X-28S	coding	rrna	inter	1500__100	4
RPL18	human-4V6X-28S	coding	rrna	inter	400__2100	22
S100A6	human-4V6X-28S	coding	rrna	inter	300__800	7
TUBA1B	human-4V6X-28S	coding	rrna	inter	1200__4100	4
TUBA1B	human-4V6X-28S	coding	rrna	inter	100__4600	12
PTRF	human-4V6X-28S	coding	rrna	inter	1200__3000	10
RPL18	human-4V6X-28S	coding	rrna	inter	600__400	34
PTRF	human-4V6X-28S	coding	rrna	inter	700__2200	5
RPLP0	human-4V6X-28S	coding	rrna	inter	1100__2200	19
RAN	human-4V6X-28S	coding	rrna	inter	900__2200	7
NR2F1	human-4V6X-28S	coding	rrna	inter	1100__2100	4
RPS6	human-4V6X-28S	coding	rrna	inter	400__4700	9
PERP	human-4V6X-28S	coding	rrna	inter	100__2100	15
VASN	human-4V6X-28S	coding	rrna	inter	100__3200	7
TUBA4A	human-4V6X-28S	coding	rrna	inter	1600__400	5
RPS2	human-4V6X-28S	coding	rrna	inter	600__3900	34
NCL	human-4V6X-28S	coding	rrna	inter	0__2100	5
TUBB4B	human-4V6X-28S	coding	rrna	inter	1400__3000	15
YBX1	human-4V6X-28S	coding	rrna	inter	900__2300	13
TMEM8A	human-4V6X-28S	coding	rrna	inter	1900__2200	5
TRIB3	human-4V6X-28S	coding	rrna	inter	600__2900	4
RPL23	human-4V6X-28S	coding	rrna	inter	200__2700	9
RBPMS	human-4V6X-28S	coding	rrna	inter	500__2900	7
UBE2S	human-4V6X-28S	coding	rrna	inter	200__1400	9
NFS1	human-4V6X-28S	coding	rrna	inter	1400__4000	4
RPLP1	human-4V6X-28S	coding	rrna	inter	100__4600	26
RNF10	human-4V6X-28S	coding	rrna	inter	500__2100	6
RPS2	human-4V6X-28S	coding	rrna	inter	0__1700	20
SEPT9	human-4V6X-28S	coding	rrna	inter	3200__4000	8
TPM1	human-4V6X-28S	coding	rrna	inter	100__3400	5
SNRPC	human-4V6X-28S	coding	rrna	inter	700__4000	8
RPL29	human-4V6X-28S	coding	rrna	inter	600__100	8
PTGES3	human-4V6X-28S	coding	rrna	inter	200__800	17
MTCH1	human-4V6X-28S	coding	rrna	inter	1900__400	7
UBL5	human-4V6X-28S	coding	rrna	inter	400__2100	6
SCAF1	human-4V6X-28S	coding	rrna	inter	3300__2100	7
SERPINH1	human-4V6X-28S	coding	rrna	inter	200__2800	8
TWIST2	human-4V6X-28S	coding	rrna	inter	400__4700	9
SUPT5H	human-4V6X-28S	coding	rrna	inter	2900__2900	10
RPLP1	human-4V6X-28S	coding	rrna	inter	100__3600	24
TPM2	human-4V6X-28S	coding	rrna	inter	100__2900	316
ZNF428	human-4V6X-28S	coding	rrna	inter	600__2900	10
KLHDC3	human-4V6X-28S	coding	rrna	inter	1400__2100	4
RBM39	human-4V6X-28S	coding	rrna	inter	1800__3800	5
MARCH6	human-4V6X-28S	coding	rrna	inter	100__2300	5
RPS23	human-4V6X-28S	coding	rrna	inter	200__4400	6
TMSB4X	human-4V6X-28S	coding	rrna	inter	0__2900	18
YTHDF1	human-4V6X-28S	coding	rrna	inter	3000__2000	12
YWHAB	human-4V6X-28S	coding	rrna	inter	100__800	6
TAGLN2	human-4V6X-28S	coding	rrna	inter	1500__3000	25
RAC3	human-4V6X-28S	coding	rrna	inter	0__800	21
PSMA2	human-4V6X-28S	coding	rrna	inter	200__2600	4
TPM4	human-4V6X-28S	coding	rrna	inter	600__2200	8
RPL7A	human-4V6X-28S	coding	rrna	inter	0__3100	19
SORBS3	human-4V6X-28S	coding	rrna	inter	2900__1700	6
PAGR1	human-4V6X-28S	coding	rrna	inter	1000__2900	12
TYMS	human-4V6X-28S	coding	rrna	inter	100__3100	8
LSM7	human-4V6X-28S	coding	rrna	inter	300__2400	8
NDUFS6	human-4V6X-28S	coding	rrna	inter	300__500	21
PTMS	human-4V6X-28S	coding	rrna	inter	100__2100	12
TAF15	human-4V6X-28S	coding	rrna	inter	600__500	4
RPL10	human-4V6X-28S	coding	rrna	inter	300__2100	711
TPM4	human-4V6X-28S	coding	rrna	inter	1400__1700	6
TPM4	human-4V6X-28S	coding	rrna	inter	2400__2800	12
RPL8	human-4V6X-28S	coding	rrna	inter	800__3000	16
RPS19	human-4V6X-28S	coding	rrna	inter	500__1200	4
RPS27A	human-4V6X-28S	coding	rrna	inter	600__1600	6
URM1	human-4V6X-28S	coding	rrna	inter	2100__2800	5
PFN1	human-4V6X-28S	coding	rrna	inter	600__3500	13
YWHAQ	human-4V6X-28S	coding	rrna	inter	100__3100	12
KRT17	human-4V6X-28S	coding	rrna	inter	0__3500	20
NDUFV1	human-4V6X-28S	coding	rrna	inter	1300__4700	7
RPS6	human-4V6X-28S	coding	rrna	inter	600__4900	6
RPS28	human-4V6X-28S	coding	rrna	inter	0__800	58
LY6K	human-4V6X-28S	coding	rrna	inter	100__2600	5
RPL8	human-4V6X-28S	coding	rrna	inter	700__4500	5
PAQR5	human-4V6X-28S	coding	rrna	inter	4300__4000	12
RAC1	human-4V6X-28S	coding	rrna	inter	100__3500	4
STIP1	human-4V6X-28S	coding	rrna	inter	2500__3900	19
RPL13A	human-4V6X-28S	coding	rrna	inter	200__700	48
KRT18	human-4V6X-28S	coding	rrna	inter	1100__1600	8
RPL8	human-4V6X-28S	coding	rrna	inter	100__400	18
UBALD1	human-4V6X-28S	coding	rrna	inter	300__2100	5
SND1	human-4V6X-28S	coding	rrna	inter	3100__3000	4
S100A6	human-4V6X-28S	coding	rrna	inter	200__3100	15
TIMM44	human-4V6X-28S	coding	rrna	inter	200__3500	5
PGK1	human-4V6X-28S	coding	rrna	inter	1500__3900	6
RHOA	human-4V6X-28S	coding	rrna	inter	0__2100	6
ZC3H15	human-4V6X-28S	coding	rrna	inter	1600__0	6
SRD5A1	human-4V6X-28S	coding	rrna	inter	100__2100	4
RHOB	human-4V6X-28S	coding	rrna	inter	200__2900	6
MYC	human-4V6X-28S	coding	rrna	inter	0__800	5
MYC	human-4V6X-28S	coding	rrna	inter	700__2100	16
RPL12	human-4V6X-28S	coding	rrna	inter	100__2100	37
RPS3	human-4V6X-28S	coding	rrna	inter	0__3000	6
RPLP0	human-4V6X-28S	coding	rrna	inter	400__2800	7
SUPT6H	human-4V6X-28S	coding	rrna	inter	5000__2900	8
PABPC1	human-4V6X-28S	coding	rrna	inter	600__2100	6
RPS2	human-4V6X-28S	coding	rrna	inter	500__2700	4
ZDHHC24	human-4V6X-28S	coding	rrna	inter	800__900	6
VAPA	human-4V6X-28S	coding	rrna	inter	200__3200	7
MRPS34	human-4V6X-28S	coding	rrna	inter	700__2200	4
KRT8	human-4V6X-28S	coding	rrna	inter	1700__700	6
PCBP1	human-4V6X-28S	coding	rrna	inter	100__2000	7
PCBP1	human-4V6X-28S	coding	rrna	inter	200__3100	11
YBX1	human-4V6X-28S	coding	rrna	inter	200__2100	10
SNORD76	human-4V6X-28S	snorna	rrna	inter	0__2300	5
MAP1S	human-4V6X-28S	coding	rrna	inter	2700__2100	4
SIK1	human-4V6X-28S	coding	rrna	inter	3800__2900	18
RPL12	human-4V6X-28S	coding	rrna	inter	100__800	16
RAC3	human-4V6X-28S	coding	rrna	inter	100__800	5
SORBS2	human-4V6X-28S	coding	rrna	inter	4400__3600	7
WDR5	human-4V6X-28S	coding	rrna	inter	2000__2200	5
SZRD1	human-4V6X-28S	coding	rrna	inter	3300__2900	31
NFKB2	human-4V6X-28S	coding	rrna	inter	1700__2200	4
SLC3A2	human-4V6X-28S	coding	rrna	inter	1600__3900	14
RPS3	human-4V6X-28S	coding	rrna	inter	700__2900	34
SUMO2	human-4V6X-28S	coding	rrna	inter	900__4500	4
YBX1	human-4V6X-28S	coding	rrna	inter	0__400	9
TMSB10	human-4V6X-28S	coding	rrna	inter	400__900	6
RPL18A	human-4V6X-28S	coding	rrna	inter	500__2900	9
RAVER1	human-4V6X-28S	coding	rrna	inter	2200__2900	8
RBBP4	human-4V6X-28S	coding	rrna	inter	100__4000	6
SBNO2	human-4V6X-28S	coding	rrna	inter	4500__2200	5
SNRPF	human-4V6X-28S	coding	rrna	inter	0__4700	7
RBM14	human-4V6X-28S	coding	rrna	inter	2100__3000	7
RNF187	human-4V6X-28S	coding	rrna	inter	100__2100	4
RPS5	human-4V6X-28S	coding	rrna	inter	400__200	14
RPS11	human-4V6X-28S	coding	rrna	inter	300__2300	6
RPL15	human-4V6X-28S	coding	rrna	inter	500__700	6
SLC7A5	human-4V6X-28S	coding	rrna	inter	3200__4600	14
RPL7A	human-4V6X-28S	coding	rrna	inter	0__1000	4
SURF6	human-4V6X-28S	coding	rrna	inter	100__900	4
ZNF503	human-4V6X-28S	coding	rrna	inter	2400__3000	6
TCTN3	human-4V6X-28S	coding	rrna	inter	400__900	8
PITPNM1	human-4V6X-28S	coding	rrna	inter	4100__2200	4
TPM4	human-4V6X-28S	coding	rrna	inter	1400__800	28
MARCKSL1	human-4V6X-28S	coding	rrna	inter	800__3800	5
TECR	human-4V6X-28S	coding	rrna	inter	0__1000	5
RPLP2	human-4V6X-28S	coding	rrna	inter	0__3500	313
TXNRD1	human-4V6X-28S	coding	rrna	inter	400__4700	4
RAB22A	human-4V6X-28S	coding	rrna	inter	200__2300	6
ZNF598	human-4V6X-28S	coding	rrna	inter	2100__700	9
PTP4A1	human-4V6X-28S	coding	rrna	inter	2800__1600	4
RPLP2	human-4V6X-28S	coding	rrna	inter	0__3400	83
RPS6	human-4V6X-28S	coding	rrna	inter	400__2300	8
TFDP1	human-4V6X-28S	coding	rrna	inter	0__2100	13
RPLP2	human-4V6X-28S	coding	rrna	inter	100__3500	56
PTMS	human-4V6X-28S	coding	rrna	inter	900__4100	11
LAMP1	human-4V6X-28S	coding	rrna	inter	1000__2700	7
RPN1	human-4V6X-28S	coding	rrna	inter	100__100	11
TAF15	human-4V6X-28S	coding	rrna	inter	1500__3000	7
NONO	human-4V6X-28S	coding	rrna	inter	2200__3800	5
SHISA5	human-4V6X-28S	coding	rrna	inter	1000__2900	8
RAB5C	human-4V6X-28S	coding	rrna	inter	1100__4000	6
WDR1	human-4V6X-28S	coding	rrna	inter	2100__2900	9
PTMS	human-4V6X-28S	coding	rrna	inter	400__500	7
U2AF2	human-4V6X-28S	coding	rrna	inter	3000__2900	86
VAPA	human-4V6X-28S	coding	rrna	inter	200__800	5
YWHAQ	human-4V6X-28S	coding	rrna	inter	100__800	32
RPS2	human-4V6X-28S	coding	rrna	inter	800__4100	30
MRPL41	human-4V6X-28S	coding	rrna	inter	500__4800	8
MRPL43	human-4V6X-28S	coding	rrna	inter	0__4700	5
SPNS1	human-4V6X-28S	coding	rrna	inter	1600__2000	9
LY6E	human-4V6X-28S	coding	rrna	inter	1100__2800	14
PGAM1	human-4V6X-28S	coding	rrna	inter	0__2100	16
SPPL2B	human-4V6X-28S	coding	rrna	inter	2000__2900	5
TMEM147	human-4V6X-28S	coding	rrna	inter	700__1900	7
TAGLN2	human-4V6X-28S	coding	rrna	inter	1100__2700	5
PAQR5	human-4V6X-28S	coding	rrna	inter	4300__4100	9
TOMM20	human-4V6X-28S	coding	rrna	inter	2400__3000	8
RPS3A	human-4V6X-28S	coding	rrna	inter	0__2100	9
LDHA	human-4V6X-28S	coding	rrna	inter	300__2900	18
PTP4A1	human-4V6X-28S	coding	rrna	inter	600__800	8
UBALD2	human-4V6X-28S	coding	rrna	inter	200__2100	4
TTYH3	human-4V6X-28S	coding	rrna	inter	3100__2900	24
RAD23A	human-4V6X-28S	coding	rrna	inter	1000__4300	5
OLFM1	human-4V6X-28S	coding	rrna	inter	2100__3100	5
RAD23A	human-4V6X-28S	coding	rrna	inter	1400__2100	4
RPL18	human-4V6X-28S	coding	rrna	inter	600__2300	19
TIMP2	human-4V6X-28S	coding	rrna	inter	200__1100	6
RPS12	human-4V6X-28S	coding	rrna	inter	100__3800	6
SBF1	human-4V6X-28S	coding	rrna	inter	6000__3400	9
TSKU	human-4V6X-28S	coding	rrna	inter	1900__700	7
UBE2A	human-4V6X-28S	coding	rrna	inter	200__1400	5
ZC3H18	human-4V6X-28S	coding	rrna	inter	1500__3000	5
PER1	human-4V6X-28S	coding	rrna	inter	2500__2900	5
PSMB4	human-4V6X-28S	coding	rrna	inter	600__4700	19
YBX3	human-4V6X-28S	coding	rrna	inter	300__2300	6
U80	human-4V6X-28S	snorna	rrna	inter	0__1600	10
RPS2	human-4V6X-28S	coding	rrna	inter	800__4600	16
RPL12	human-4V6X-28S	coding	rrna	inter	200__3200	13
RPS3	human-4V6X-28S	coding	rrna	inter	700__4100	18
VAT1	human-4V6X-28S	coding	rrna	inter	2400__3000	11
VAT1	human-4V6X-28S	coding	rrna	inter	2000__3000	7
RPL28	human-4V6X-28S	coding	rrna	inter	500__800	4
TUBB4B	human-4V6X-28S	coding	rrna	inter	300__1200	5
VAT1	human-4V6X-28S	coding	rrna	inter	2000__500	8
RPS15	human-4V6X-28S	coding	rrna	inter	300__2300	22
SIGMAR1	human-4V6X-28S	coding	rrna	inter	1100__4100	7
SAP30L	human-4V6X-28S	coding	rrna	inter	600__2100	4
RAC1	human-4V6X-28S	coding	rrna	inter	100__2900	6
VAT1	human-4V6X-28S	coding	rrna	inter	200__800	6
RPS3A	human-4V6X-28S	coding	rrna	inter	300__3900	12
RPS28	human-4V6X-28S	coding	rrna	inter	0__3400	30
RNPEP	human-4V6X-28S	coding	rrna	inter	100__200	13
PTMS	human-4V6X-28S	coding	rrna	inter	0__3100	5
RPS3	human-4V6X-28S	coding	rrna	inter	0__4900	6
TTLL12	human-4V6X-28S	coding	rrna	inter	2800__2200	9
UBE2S	human-4V6X-28S	coding	rrna	inter	1100__2200	17
YBX1	human-4V6X-28S	coding	rrna	inter	0__3400	4
WDR1	human-4V6X-28S	coding	rrna	inter	1500__3500	13
UBE2S	human-4V6X-28S	coding	rrna	inter	200__1100	6
TUFM	human-4V6X-28S	coding	rrna	inter	500__2100	9
RPS3	human-4V6X-28S	coding	rrna	inter	100__0	4
RPS27	human-4V6X-28S	coding	rrna	inter	100__1900	13
YBX1	human-4V6X-28S	coding	rrna	inter	100__2100	13
TP53	human-4V6X-28S	coding	rrna	inter	1600__2600	6
UQCRC2	human-4V6X-28S	coding	rrna	inter	1700__4500	4
UAP1	human-4V6X-28S	coding	rrna	inter	100__3200	7
NACC1	human-4V6X-28S	coding	rrna	inter	1300__2300	7
SLC25A6	human-4V6X-28S	coding	rrna	inter	900__2200	61
SCAND1	human-4V6X-28S	coding	rrna	inter	900__2300	8
PITPNA-AS1	human-4V6X-28S	lncrna	rrna	inter	0__2100	4
LMNA	human-4V6X-28S	coding	rrna	inter	3000__500	5
ZNF598	human-4V6X-28S	coding	rrna	inter	1300__2900	5
RPS2	human-4V6X-28S	coding	rrna	inter	500__1200	9
RPL23	human-4V6X-28S	coding	rrna	inter	200__2800	5
UFD1L	human-4V6X-28S	coding	rrna	inter	0__2200	4
PRCC	human-4V6X-28S	coding	rrna	inter	1400__1000	4
RPLP2	human-4V6X-28S	coding	rrna	inter	100__3400	20
TMUB1	human-4V6X-28S	coding	rrna	inter	500__1400	5
ZNF865	human-4V6X-28S	coding	rrna	inter	1300__3900	7
SF1	human-4V6X-28S	coding	rrna	inter	2600__1400	4
LMNA	human-4V6X-28S	coding	rrna	inter	2800__1100	30
TPM4	human-4V6X-28S	coding	rrna	inter	1400__1100	10
RPS19	human-4V6X-28S	coding	rrna	inter	500__3900	60
TRABD	human-4V6X-28S	coding	rrna	inter	2100__2900	14
PNMA1	human-4V6X-28S	coding	rrna	inter	400__2100	4
SMARCA4	human-4V6X-28S	coding	rrna	inter	5500__3000	5
RPL26	human-4V6X-28S	coding	rrna	inter	300__3000	6
SF3B3	human-4V6X-28S	coding	rrna	inter	4000__4100	7
RPS3	human-4V6X-28S	coding	rrna	inter	800__3100	14
YBX3	human-4V6X-28S	coding	rrna	inter	0__2100	15
ZYX	human-4V6X-28S	coding	rrna	inter	800__2900	35
YBX3	human-4V6X-28S	coding	rrna	inter	1300__1500	5
MYC	human-4V6X-28S	coding	rrna	inter	700__1200	6
UBA1	human-4V6X-28S	coding	rrna	inter	3400__1200	14
TPT1	human-4V6X-28S	coding	rrna	inter	200__3000	7
USF2	human-4V6X-28S	coding	rrna	inter	1100__2100	8
PTMS	human-4V6X-28S	coding	rrna	inter	0__2100	22
RPL27A	human-4V6X-28S	coding	rrna	inter	700__900	8
RPL15	human-4V6X-28S	coding	rrna	inter	500__3300	8
RPS3	human-4V6X-28S	coding	rrna	inter	400__1700	13
RPS3	human-4V6X-28S	coding	rrna	inter	400__2200	6
PKM	human-4V6X-28S	coding	rrna	inter	2700__3800	6
UBE2S	human-4V6X-28S	coding	rrna	inter	1100__3000	18
PDHA1	human-4V6X-28S	coding	rrna	inter	100__800	7
SLC7A5	human-4V6X-28S	coding	rrna	inter	2900__900	5
SNRNP70	human-4V6X-28S	coding	rrna	inter	1600__2200	9
RPS6	human-4V6X-28S	coding	rrna	inter	400__2800	4
USP22	human-4V6X-28S	coding	rrna	inter	4800__900	17
RAD23A	human-4V6X-28S	coding	rrna	inter	400__3100	4
RHOA	human-4V6X-28S	coding	rrna	inter	1800__0	67
WIPI2	human-4V6X-28S	coding	rrna	inter	100__2100	4
PGLS	human-4V6X-28S	coding	rrna	inter	0__3100	11
RPL18A	human-4V6X-28S	coding	rrna	inter	100__2900	12
SRM	human-4V6X-28S	coding	rrna	inter	0__2300	14
RPL36	human-4V6X-28S	coding	rrna	inter	500__2100	8
TIMP2	human-4V6X-28S	coding	rrna	inter	1700__1400	4
YBX1	human-4V6X-28S	coding	rrna	inter	200__100	10
RPS2	human-4V6X-28S	coding	rrna	inter	0__1000	6
UQCRC1	human-4V6X-28S	coding	rrna	inter	100__3200	14
TNFRSF1A	human-4V6X-28S	coding	rrna	inter	1600__800	12
UQCRQ	human-4V6X-28S	coding	rrna	inter	200__3000	6
RPLP2	human-4V6X-28S	coding	rrna	inter	0__800	25
PAICS	human-4V6X-28S	coding	rrna	inter	100__1400	11
UBA1	human-4V6X-28S	coding	rrna	inter	3400__2900	9
RPL18A	human-4V6X-28S	coding	rrna	inter	400__2700	5
PUF60	human-4V6X-28S	coding	rrna	inter	1800__2900	7
RPS3	human-4V6X-28S	coding	rrna	inter	200__4000	15
PTBP1	human-4V6X-28S	coding	rrna	inter	3000__500	24
TMSB4X	human-4V6X-28S	coding	rrna	inter	300__4900	32
TPD52L2	human-4V6X-28S	coding	rrna	inter	1900__2200	11
PPDPF	human-4V6X-28S	coding	rrna	inter	600__4300	10
RPS4X	human-4V6X-28S	coding	rrna	inter	500__5000	5
RPL10	human-4V6X-28S	coding	rrna	inter	400__2800	4
PABPN1	human-4V6X-28S	coding	rrna	inter	1400__800	4
RPS6	human-4V6X-28S	coding	rrna	inter	400__3600	8
MAD2L2	human-4V6X-28S	coding	rrna	inter	1000__2600	5
POLR2A	human-4V6X-28S	coding	rrna	inter	5800__2900	19
YWHAE	human-4V6X-28S	coding	rrna	inter	1600__0	61
ZNHIT1	human-4V6X-28S	coding	rrna	inter	500__900	16
TPM4	human-4V6X-28S	coding	rrna	inter	200__2100	12
UNC45A	human-4V6X-28S	coding	rrna	inter	2400__100	12
POLR2F	human-4V6X-28S	coding	rrna	inter	0__2200	14
PNPLA6	human-4V6X-28S	coding	rrna	inter	2700__3900	5
YBX3	human-4V6X-28S	coding	rrna	inter	800__500	6
TPM4	human-4V6X-28S	coding	rrna	inter	2400__400	7
SHKBP1	human-4V6X-28S	coding	rrna	inter	1400__2300	7
RPS2	human-4V6X-28S	coding	rrna	inter	700__2100	26
SLC7A5	human-4V6X-28S	coding	rrna	inter	3500__3500	5
RNF5	human-4V6X-28S	coding	rrna	inter	100__3000	5
RPL27A	human-4V6X-28S	coding	rrna	inter	500__2300	5
PMEPA1	human-4V6X-28S	coding	rrna	inter	700__2900	25
PPP1R15B	human-4V6X-28S	coding	rrna	inter	0__2900	4
PTMA	human-4V6X-28S	coding	rrna	inter	300__3000	23
PSMD11	human-4V6X-28S	coding	rrna	inter	2000__800	12
UBXN1	human-4V6X-28S	coding	rrna	inter	500__3000	8
